Country;X2015;X2016;X2017;X2018;X2019;X2020
Afrique du Sud;0.616960406303406;0.619918286800385;0.623114585876465;0.625365018844604;0.627493858337402;0.62717741727829
Albanie;0.66331934928894;0.663863956928253;0.664453268051147;0.665253520011902;0.665254771709442;0.665819525718688
Angola;0.761838495731354;0.761688470840454;0.761670231819153;0.761583983898163;0.761262536048889;0.760746181011199
Argentine;0.708773732185364;0.708488166332245;0.708167552947998;0.707728683948517;0.707448422908782;0.70713448524475
Arménie;0.710215926170349;0.708211421966553;0.706241250038146;0.704271852970123;0.702352821826935;0.700294971466064
Azerbaïdjan;0.71036285161972;0.708917260169983;0.707547307014465;0.706185638904572;0.704748332500458;0.70293664932251
Bangladesh;0.373589426279068;0.372916877269745;0.372114509344101;0.371305167675018;0.370523273944855;0.369727343320847
Bénin;0.86775279045105;0.865252375602722;0.863036811351776;0.86086517572403;0.858733594417572;0.856325566768646
Bolivie;0.804157197475433;0.803020894527435;0.801965236663818;0.800676763057709;0.79949826002121;0.79813951253891
Brésil;0.761164546012878;0.759808719158173;0.758525669574738;0.757281363010406;0.755928993225098;0.754529654979706
Burkina Faso;0.855686843395233;0.853863716125488;0.851224184036255;0.849457025527954;0.847592413425446;0.844546020030975
Cambodge;0.720612227916718;0.718944549560547;0.717339217662811;0.715685844421387;0.714238822460175;0.712738335132599
Cameroun;0.853460907936096;0.85264641046524;0.851814746856689;0.85101330280304;0.850324034690857;0.849624454975128
Colombie;0.720763146877289;0.720623910427094;0.720364332199097;0.71981018781662;0.719443082809448;0.718732416629791
Costa Rica;0.652192950248718;0.651873409748077;0.651663184165955;0.651279270648956;0.650783658027649;0.649609863758087
Côte d'Ivoire;0.560012519359589;0.559154212474822;0.558310031890869;0.557476997375488;0.556684792041779;0.556333720684052
Cuba;0.591022431850433;0.590408623218536;0.589689910411835;0.589011013507843;0.588116109371185;0.587139964103699
Égypte;;;;;;
Équateur;0.800377190113068;0.799337685108185;0.798430800437927;0.797538936138153;0.796542346477509;0.79466187953949
Éthiopie;0.811728656291962;0.809067130088806;0.807074368000031;0.804853081703186;0.803298354148865;0.800899624824524
Gabon;0.841641008853912;0.841737687587738;0.841816782951354;0.841882228851318;0.841939926147461;0.84200245141983
Géorgie;0.767728805541992;0.766416788101196;0.765115857124329;0.763911187648773;0.76271641254425;0.760799050331116
Ghana;0.567670226097107;0.565872848033905;0.563845634460449;0.56196802854538;0.560020923614501;0.558802008628845
Guadeloupe;0.912892639636993;0.912799179553986;0.912697017192841;0.912587881088257;0.912486612796783;0.912435233592987
Guatemala;0.610614717006683;0.608082473278046;0.605569422245026;0.602928519248962;0.600262880325317;0.597091734409332
Guinée;0.572999775409698;0.570320546627045;0.567613303661346;0.564877033233643;0.562104821205139;0.559722721576691
Guyane française;0.993193626403809;0.993185043334961;0.993178665637969;0.99318790435791;0.993125915527344;0.993132591247559
Honduras;0.720061242580414;0.717234551906586;0.714172661304474;0.710483014583588;0.706412255764008;0.703014612197875
Inde;0.60874617099762;0.611116766929626;0.613083004951477;0.614747822284698;0.616106390953063;0.616997599601746
Indonésie;0.715624034404755;0.714181482791901;0.712946772575378;0.711762964725494;0.710652768611907;0.70945382118225
Irak;;;;;;
Jordanie;;;;;;
Kazakhstan;0.626327216625214;0.626236081123352;0.626181960105895;0.626150250434875;0.626080870628357;0.625970244407654
Kenya;0.710353076457977;0.709876716136932;0.709295868873596;0.70891946554184;0.709163308143616;0.708727538585663
Liban;0.512464225292206;0.50755912065506;0.494391649961472;0.494593590497971;0.494797348976135;0.489995211362839
Madagascar;0.574153542518616;0.57383930683136;0.573265552520751;0.572925269603729;0.572437345981598;0.571961641311646
Mali;0.868072748184204;0.867715656757355;0.867287874221802;0.866977334022521;0.866623818874359;0.866295635700226
Maroc;0.746194899082184;0.745942294597626;0.745483100414276;0.745162427425385;0.744657933712006;0.744397521018982
Martinique;0.953097701072693;0.952256798744202;0.951387882232666;0.950467884540558;0.949521362781525;0.949599206447601
Maurice;0.506576657295227;0.506058752536774;0.505512773990631;0.504986882209778;0.50446218252182;0.504354536533356
Mauritanie;0.883757352828979;0.883897125720978;0.884073019027709;0.88426274061203;0.88448429107666;0.884695172309875
Mayotte;;;;;;
Mexique;0.74240380525589;0.742220461368561;0.74194073677063;0.741699159145355;0.741412341594696;0.74082225561142
Moldavie;0.50755375623703;0.503847539424896;0.500104010105133;0.497080415487289;0.494586110115051;0.49287822842598
Mozambique;0.668764114379883;0.667560935020447;0.66618949174881;0.664833188056946;0.663567304611206;0.662513554096222
Niger;0.842205941677094;0.842206716537476;0.842164039611816;0.84252268075943;0.843046724796295;0.843543767929077
Nigeria;0.467001974582672;0.46598756313324;0.464774340391159;0.463960558176041;0.463463246822357;0.462169885635376
Ouganda;0.564688146114349;0.566457867622375;0.568861544132233;0.570325255393982;0.571551918983459;0.570234477519989
Ouzbékistan;0.696732521057129;0.697711110115051;0.698820412158966;0.700096964836121;0.701830089092255;0.702056884765625
Pakistan;0.866726398468018;0.866804599761963;0.866970121860504;0.866975128650665;0.867073655128479;0.866662442684174
Paraguay;0.661506474018097;0.65923649072647;0.65669059753418;0.654255211353302;0.651565432548522;0.648938000202178
Pérou;0.900929272174835;0.900136053562164;0.899361133575439;0.898617446422577;0.898111879825592;0.897558033466339
Philippines;0.610638499259949;0.609142303466797;0.60734361410141;0.605390727519989;0.603348195552826;0.600807249546051
République démocratique du Congo;0.940206289291382;0.939905107021332;0.93963348865509;0.939353764057159;0.939056813716888;0.938701093196869
République dominicaine;0.615536272525787;0.609886825084686;0.605035364627838;0.599978387355804;0.595325887203217;0.588196098804474
République du Congo;0.749007284641266;0.749109745025635;0.749100387096405;0.749078750610352;0.749007403850555;0.748914062976837
République populaire de Chine;0.635286331176758;0.635650455951691;0.636061728000641;0.63646525144577;0.636886715888977;0.637170553207397
Réunion;0.929906904697418;0.928393065929413;0.926883399486542;0.925360441207886;0.921096622943878;0.916345179080963
Rwanda;0.512124180793762;0.514424800872803;0.516824543476105;0.51799613237381;0.519280016422272;0.517396152020501
Salvador;0.36773744225502;0.365708470344543;0.363270103931427;0.361215740442276;0.358576536178589;0.35664290189743
Sénégal;0.834759533405303;0.833131790161133;0.832429468631744;0.831191539764404;0.82944667339325;0.82655930519104
Serbie;0.595457136631011;0.595470488071442;0.595410048961639;0.595940828323364;0.596754670143127;0.597909212112427
Sri Lanka;0.656032919883728;0.652760446071625;0.649350166320801;0.646198272705078;0.642835199832916;0.639367699623108
Tanzanie;0.774293482303619;0.771904468536376;0.770113170146942;0.768995523452759;0.768009126186371;0.766496062278748
Tchad;0.791342318058014;0.791314959526062;0.791340947151184;0.791261374950409;0.791284382343292;0.791407048702239
Togo;0.556531488895416;0.554947793483734;0.553281784057617;0.551645934581757;0.550011694431305;0.548846900463104
Tunisie;0.691228330135345;0.691021680831909;0.690820336341858;0.690625667572021;0.690438270568848;0.690114498138428
Turquie;0.772744715213776;0.77046263217926;0.768238425254822;0.765830457210541;0.763582527637482;0.760886371135712
Viêt Nam;0.694806635379791;0.692793846130371;0.690669775009155;0.688520729541779;0.686446070671082;0.684280276298522
Zambie;0.885757625102997;0.886055111885071;0.886292159557343;0.886579513549805;0.88702529668808;0.887203812599182
Afghanistan;0.77180814743042;0.777889490127563;0.783932089805603;0.789841532707214;0.795217573642731;0.795779407024384
Algérie;0.968050897121429;0.968297064304352;0.968541920185089;0.968777298927307;0.969050347805023;0.96933114528656
Allemagne;0.685905337333679;0.684639096260071;0.682966947555541;0.681343972682953;0.680322408676147;0.67799437046051
Andorre;0.825645267963409;0.825452744960785;0.823841392993927;0.823682308197021;0.823494434356689;0.820551872253417
Anguilla;;;;;;
Antarctique;;;;;;
Antigua-et-Barbuda;;;;;;
Arabie saoudite;0.692422449588776;0.692596733570099;0.692735850811005;0.69293075799942;0.693011939525604;0.693187952041625
Aruba;;;;;;
Australie;0.696203231811523;0.696267366409302;0.696355402469635;0.69645756483078;0.696573436260223;0.696458160877228
Autriche;0.72482407093048;0.724763929843903;0.725967705249786;0.725576460361481;0.726073503494263;0.72623747587204
Bahamas;0.940842151641846;0.940618515014648;0.94040024280548;0.940191388130187;0.939990103244781;0.939852058887482
Bahreïn;;;;;;
Barbade;0.935112655162811;0.933170437812805;0.931207537651062;0.929180681705475;0.927107095718384;0.926104485988617
Belgique;0.649132311344147;0.647586762905121;0.645785093307495;0.643899023532867;0.641279220581055;0.638174474239349
Belize;0.910133242607117;0.908995091915131;0.907991945743561;0.906967043876647;0.905856370925903;0.904595077037811
Bermudes;;;;;;
Bhoutan;0.836039841175079;0.835125327110291;0.83430540561676;0.833214163780212;0.832358956336975;0.830990016460419
Biélorussie;0.767791926860809;0.767319202423096;0.766847431659698;0.766441583633423;0.76600056886673;0.765685677528381
Birmanie;0.802830398082733;0.80186802148819;0.800798833370209;0.799911558628082;0.799019157886505;0.797961354255676
Bosnie-Herzégovine;0.695934116840363;0.69593471288681;0.695391952991486;0.695276498794556;0.694906175136566;0.695039331912994
Botswana;0.825540721416473;0.82598876953125;0.826203286647797;0.826447427272797;0.827012538909912;0.827091157436371
Brunei;0.938505351543427;0.938397824764252;0.938058018684387;0.937459528446198;0.936582148075104;0.935400187969208
Bulgarie;0.718085885047913;0.718116939067841;0.718257904052734;0.718299925327301;0.718600451946259;0.718447744846343
Burundi;0.454205483198166;0.456755429506302;0.459666609764099;0.462123304605484;0.465893030166626;0.464619815349579
Canada;0.907849133014678;0.907497763633728;0.907230556011199;0.906936466693878;0.906639337539673;0.906276762485504
Cap-Vert;0.993882894515991;0.993030250072479;0.992167174816132;0.991311311721802;0.990460455417633;0.989623308181763
Chili;0.880450367927551;0.879852473735809;0.87928718328476;0.87874048948288;0.878208518028259;0.877427399158478
Chypre;;;;;;
Comores;0.642029821872711;0.640525281429291;0.639095604419708;0.637734174728394;0.636435747146606;0.635194599628448
Corée du Nord;0.831490933895111;0.830305933952332;0.82914662361145;0.828007400035858;0.826990485191345;0.826367020606995
Corée du Sud;0.847972750663757;0.844667792320251;0.841379880905151;0.838644504547119;0.836237788200378;0.833685517311096
Croatie;0.811518847942352;0.810628056526184;0.809654414653778;0.80871444940567;0.80720978975296;0.806440770626068
Curaçao;0.945771992206573;0.945704936981201;0.945623457431793;0.945554196834564;0.945492923259735;0.945604979991913
Danemark;0.448618084192276;0.446223527193069;0.444502532482147;0.442507058382034;0.441444873809814;0.439850449562073
Djibouti;0.735662519931793;0.735084295272827;0.734545350074768;0.733808815479279;0.732442200183868;0.732537925243378
Dominique;0.902295708656311;0.900929868221282;0.899814784526824;0.898809731006622;0.897807776927947;0.897585511207581
Émirats arabes unis;;;;;;
Érythrée;0.752564251422882;0.752044200897217;0.751452803611755;0.751881837844849;0.750811576843262;0.752390682697296
Espagne;0.702970862388611;0.702717542648315;0.702255129814147;0.702070236206055;0.701782941818237;0.70104718208313
Estonie;0.873193204402924;0.873153030872344;0.873193085193634;0.873145461082458;0.873404800891876;0.872553944587708
États-Unis;0.690962076187134;0.691220998764038;0.691518187522888;0.691814303398132;0.692127764225006;0.692320287227631
Fidji;0.839267015457153;0.838671386241913;0.838035881519318;0.837412655353546;0.836834669113159;0.836346566677094
Finlande;0.959601998329163;0.959261357784271;0.958926677703857;0.958589732646942;0.958285748958588;0.958013653755187
France;0.623627126216888;0.623457670211791;0.623550772666931;0.623174846172333;0.622950553894042;0.622142672538757
Gambie;0.681023597717285;0.678835988044739;0.676594316959381;0.675219178199768;0.672088921070099;0.668298244476318
Géorgie du Sud-et-les Îles Sandwich du Sud;;;;;;
Grèce;0.65784478187561;0.656887352466583;0.655820190906525;0.654843330383301;0.653909802436829;0.652947187423706
Grenade;0.940216958522797;0.938918054103851;0.93755704164505;0.936160981655121;0.934754192829132;0.935909688472748
Groenland;0.911523222923279;0.911480844020844;0.911438524723052;0.911395728588104;0.911352038383484;0.911307752132416
Guam;;;;;;
Guernesey;;;;;;
Guinée équatoriale;0.913955032825469;0.914256572723389;0.914561688899994;0.914745032787322;0.915062129497528;0.91527533531189
Guinée-Bissau;0.628769099712372;0.626930236816406;0.624303042888641;0.622169375419617;0.619452774524689;0.616385281085968
Guyana;0.940632998943329;0.940483272075653;0.939918339252472;0.939400434494019;0.938541948795319;0.937455475330353
Haïti;0.466522812843323;0.467022925615311;0.467658698558807;0.468027591705322;0.466999620199203;0.467608839273453
Hong Kong;0.763475000858307;0.762245714664459;0.760993003845215;0.759770512580872;0.758536398410797;0.757214486598969
Hongrie;0.607336223125458;0.60699325799942;0.605165600776672;0.604781150817871;0.603873550891876;0.60284286737442
île de Man;0.564809203147888;0.565892159938812;0.565753638744354;0.566831171512604;0.566663265228271;0.567794144153594
île Norfolk;;;;;;
îles Caïmans;;;;;;
Îles Cook;;;;;;
îles Féroé;0.59321802854538;0.593066573143005;0.592915832996368;0.592765748500823;0.592616379261017;0.592467784881592
îles Heard-et-MacDonald;;;;;;
îles Malouines;0.950581789016724;0.95058012008667;0.950577557086945;0.950577557086945;0.950574934482574;0.950573623180389
îles Mariannes du Nord;;;;;;
îles Marshall;;;;;;
Îles mineures éloignées des États-Unis;;;;;;
Îles Pitcairn;;;;;;
Îles Salomon;0.957866013050079;0.957595705986022;0.957367837429047;0.957147777080536;0.956944286823273;0.956757366657257
îles Turques-et-Caïques;0.977414906024933;0.97744745016098;0.977614462375641;0.977796852588654;0.977972507476807;0.978142619132996
îles Vierges britanniques;;;;;;
îles Vierges des États-Unis;;;;;;
Iran;0.896434664726257;0.895851254463196;0.895449638366699;0.895141065120697;0.894562661647797;0.89395147562027
Irlande;0.399384260177612;0.400050312280655;0.400721937417984;0.400525689125061;0.401214092969894;0.400635033845901
Islande;0.818569481372833;0.819324910640717;0.820079326629639;0.820831656455994;0.821583986282349;0.822392880916595
Israël;0.928387582302094;0.92802482843399;0.92781138420105;0.92765873670578;0.927510321140289;0.927448987960815
Italie;0.658419787883759;0.658877372741699;0.659754633903503;0.660367667675018;0.660598456859589;0.661287426948547
Jamaïque;0.697496950626373;0.696615099906921;0.695758581161499;0.695024371147156;0.694298505783081;0.69300389289856
Japon;0.886183023452759;0.886027574539185;0.885825514793395;0.885589182376862;0.885322332382202;0.885205447673798
Jersey;;;;;;
Kirghizistan;0.738598048686981;0.738675475120544;0.738778710365295;0.738934814929962;0.739132940769196;0.739173412322998
Kiribati;;;;;;
Koweït;;;;;;
Laos;0.89427125453949;0.892663061618805;0.891227722167969;0.889857053756714;0.888458132743835;0.887099206447601
Lesotho;0.571926295757294;0.571930229663849;0.572536587715149;0.573972702026367;0.577351033687592;0.57724404335022
Lettonie;0.85803210735321;0.857673048973083;0.857426643371582;0.856971085071564;0.856714248657227;0.856462061405182
Liberia;0.742902755737305;0.740654408931732;0.738127470016479;0.735460460186005;0.732541441917419;0.729502856731415
Libye;0.991332828998566;0.99112743139267;0.990985572338104;0.990761637687683;0.99064826965332;0.990480303764343
Liechtenstein;0.680465042591094;0.67825049161911;0.676065504550934;0.673846244812012;0.670212268829346;0.667478501796722
Lituanie;0.663160264492035;0.661753296852112;0.660561740398406;0.658991277217864;0.657659292221069;0.657091319561005
Luxembourg;0.528084278106689;0.526013016700745;0.525018334388733;0.523813843727112;0.522669732570648;0.520082116127014
Macao;;;;;;
Malaisie;0.783522009849548;0.78271758556366;0.781976759433746;0.781357169151306;0.780868768692017;0.780294001102448
Malawi;0.675340175628662;0.674881279468536;0.67428070306778;0.674120485782623;0.673327565193176;0.672490477561951
Maldives;;;;;;
Malte;0.681893110275269;0.681795477867126;0.681711733341217;0.681604743003845;0.681486189365386;0.682169318199158
Micronésie;;;;;;
Mongolie;0.492055892944336;0.493793189525604;0.495212107896805;0.496385157108307;0.497358411550522;0.498114079236984
Monténégro;0.63796329498291;0.642933964729309;0.647133648395538;0.652597784996033;0.656975746154785;0.660215795040131
Montserrat;;;;;;
Namibie;0.770433723926544;0.770493507385254;0.770513653755187;0.770562350749969;0.770467698574066;0.770457565784454
Népal;0.768473863601685;0.767675697803497;0.766835808753967;0.765745401382446;0.765034079551697;0.764426708221436
Nicaragua;0.633561134338379;0.631383001804352;0.629299342632294;0.626906275749207;0.624346673488617;0.621311366558074
Niue;;;;;;
Norvège;0.952530443668365;0.951144397258759;0.949688076972961;0.948165476322174;0.946523010730743;0.94468629360199
Nouvelle-Calédonie;0.86856746673584;0.86892807483673;0.869315207004547;0.869674980640411;0.870034158229828;0.870155036449432
Nouvelle-Zélande;0.605004549026489;0.605011880397797;0.605080366134644;0.605168700218201;0.605256080627441;0.605258345603943
Oman;;;;;;
Palaos;;;;;;
Palestine;;;;;;
Panama;0.771006941795349;0.770444929599761;0.768255650997162;0.766772508621216;0.764476299285889;0.763420104980469
Papouasie-Nouvelle-Guinée;0.980823576450348;0.980424344539642;0.980023205280303;0.979587972164154;0.979240775108337;0.978832840919495
Pays-Bas;0.609775245189667;0.609683811664581;0.609562337398529;0.609346508979797;0.608771145343781;0.608552515506744
Pologne;0.72948694229126;0.729101777076721;0.729526042938232;0.729776501655579;0.729861855506896;0.72938996553421
Polynésie française;;;;;;
Porto Rico;0.529384553432465;0.541465759277344;0.554062485694885;0.567126095294952;0.58067387342453;0.593946695327759
Portugal;0.769384682178497;0.769136905670166;0.768706440925598;0.768362283706665;0.767808437347412;0.767354130744934
Qatar;;;;;;
République centrafricaine;0.950059115886688;0.949952125549316;0.949743211269379;0.949439346790314;0.949000775814056;0.948429942131042
République de Macédoine;0.669174671173096;0.670010328292847;0.66956752538681;0.66923600435257;0.669049501419067;0.670169949531555
République tchèque;0.615332245826721;0.614588916301727;0.614515900611877;0.614072859287261;0.613866925239562;0.61197692155838
Roumanie;0.611510634422302;0.611513912677765;0.611128747463226;0.610781073570251;0.610519647598267;0.610033452510834
Royaume-Uni;0.42502298951149;0.425445199012756;0.425546020269394;0.426046401262283;0.426190227270126;0.425564348697662
Russie;0.882407009601593;0.882432520389557;0.882565677165985;0.882597923278809;0.882570445537567;0.8825364112854
Saint-Christophe-et-Niévès;0.974778056144714;0.975454390048981;0.976107954978943;0.976728856563568;0.977326035499573;0.977695167064667
Sainte-Hélène;;;;;;
Sainte-Lucie;;;;;;
Saint-Marin;0.580614566802979;0.582662165164948;0.584676086902618;0.586710333824158;0.58876645565033;0.589956700801849
Saint-Martin;;;;;;
Saint-Pierre-et-Miquelon;0.967785000801086;0.967759966850281;0.967742145061493;0.967719495296478;0.967697441577911;0.967688024044037
Saint-Vincent-et-les-Grenadines;;;;;;
Samoa;0.980419158935547;0.961186170578003;0.943485200405121;0.943471789360046;0.943460166454315;0.943846464157104
Samoa américaines;;;;;;
Sao Tomé-et-Principe;0.859699308872223;0.859234035015106;0.858799636363983;0.858406960964203;0.858045995235443;0.857346534729004
Seychelles;;;;;;
Sierra Leone;0.52186131477356;0.517652332782745;0.513691306114197;0.510424315929413;0.506656646728516;0.503687560558319
Singapour;0.344420194625854;0.343435853719711;0.342466950416565;0.34150692820549;0.340459704399109;0.339260429143906
Slovaquie;0.679579675197601;0.680148124694824;0.680610418319702;0.681115508079529;0.680842339992523;0.680704236030579
Slovénie;0.803217828273773;0.803149938583374;0.803636074066162;0.802651643753052;0.802720129489899;0.804023146629333
Somalie;0.723120868206024;0.722642540931702;0.72254353761673;0.722971856594086;0.72297728061676;0.723591506481171
Soudan;0.695895791053771;0.695245146751404;0.6945960521698;0.694140017032623;0.693616688251495;0.693067610263824
Soudan du Sud;0.61629045009613;0.615305840969086;0.614555478096008;0.613630175590515;0.612719118595123;0.612001299858093
Suède;0.951435327529907;0.952038824558258;0.952522218227386;0.952731788158417;0.952866733074188;0.952522218227386
Suisse;0.642716884613037;0.64108818769455;0.639468669891357;0.637759506702423;0.636040031909943;0.635332345962524
Suriname;0.992613434791565;0.992604672908782;0.992597937583923;0.992589056491852;0.992339670658112;0.992111921310425
Swaziland;0.628491222858428;0.629152476787567;0.630162477493286;0.631106317043304;0.632393538951874;0.63260543346405
Syrie;0.595141112804413;0.594295263290405;0.592186808586121;0.59229701757431;0.592942416667938;0.592000722885132
Tadjikistan;0.778111159801483;0.779063642024994;0.780278146266937;0.78155380487442;0.782581806182861;0.782075166702271
Terres australes et antarctiques françaises;;;;;;
Territoire britannique de l'océan Indien;;;;;;
Thaïlande;0.648495316505432;0.64757877588272;0.646711111068726;0.64586979150772;0.645043551921844;0.6440749168396
Timor oriental;0.737204551696777;0.735343813896179;0.733007490634918;0.730552792549133;0.729040622711182;0.727437615394592
Tonga;;;;;;
Trinité-et-Tobago;0.914498209953308;0.916364967823029;0.918187856674194;0.920041143894196;0.921970784664154;0.922580361366271
Turkménistan;0.673102498054504;0.674756109714508;0.676221549510956;0.677581131458282;0.678782522678375;0.679467558860779
Ukraine;0.580492556095123;0.576445758342743;0.572302103042603;0.568155884742737;0.564054489135742;0.560059309005737
Uruguay;0.330691128969193;0.324856162071228;0.319889277219772;0.317096590995789;0.315376073122025;0.313718378543854
Vanuatu;0.914621114730834;0.878780961036682;0.878866791725159;0.87896466255188;0.879075586795807;0.881028294563293
Venezuela;0.862915515899658;0.862342774868011;0.86167573928833;0.860941290855408;0.86021763086319;0.859252095222473
Wallis-et-Futuna;;;;;;
Yémen;0.755771934986115;0.756097674369812;0.756755113601685;0.757413923740386;0.758053839206696;0.758772969245911
Zimbabwe;0.862228810787201;0.859856486320496;0.857723474502563;0.855917751789093;0.854150772094727;0.852303385734558
